resource_code,name,type,category,unit,price_avg,price_min,price_max,price_median,price_variants,currency,avg_cost_per_use,avg_qty_per_use,usage_count,used_in_work_items,parent_category,parent_collection,parent_department,parent_section
TOS26_PR.P18.ZZ02.031,"Temat: IZOLACJE TERMICZNE I AKUSTYCZNE Zgodnie z: - UNI 13172:2012; - UNI 13501:2009; - D.M. 15/03/2005. - oznakowanie CE; - Deklaracja Właściwości (DoP) | Temat: AKCESORIA DO MOCOWANIA IZOLACJI | Kołek wkręcany z polietylenu, do murowania 115 mm < długość < 155 mm",Material,General,cad,1.9,1.9,1.9,1.9,1,PLN,10.92,5.757,535,535,EDILIZIA CIVILE,Toskański katalog cen robót publicznych (wydanie 2026),Budownictwo ogólne,Panele
TOS26_PRCAM.P26.090.008,"MATERIAŁY WYKOŃCZENIOWE - FARBY, LAKIERY, EMALIE I NARZĘDZIA DO ICH APLIKACJI - CAM Zgodnie z: - UNI EN ISO 4618:2023; - CAM - paragraf 2.5.13 zgodnie z DM 23 czerwca 2022 r. nr 256, ''MINIMALNE KRYTERIA ŚRODOWISKOWE dla zlecenia usługi projektowania i wykonania prac związanych z interwencjami i""",Material,General,kg,9.17,9.17,9.17,9.17,1,PLN,37.01,4.0365,526,526,EDILIZIA CIVILE,Toskański katalog cen robót publicznych (wydanie 2026),Budownictwo ogólne,Panele
TOS26_AT.N06.016.001,"Przedmiot: PODNOŚNIKI MASZYNOWE Specyfikacja: dostarczone na plac budowy Wyłączenie: inne dopłaty jakiegokolwiek rodzaju | Przedmiot: DŹWIG Typ: WIEŻOWY | wysięg 35 m, udźwig na końcu 1000 kg. na 3 miesiące",Equipment,General,ora,13.06,13.06,13.06,13.06,1,PLN,1.34,0.1023,450,450,EDILIZIA CIVILE,Toskański katalog cen robót publicznych (wydanie 2026),Budownictwo ogólne,Montaż sufitowy
TOS26_PRCAM.P26.107.004,"MATERIAŁY WYKOŃCZENIOWE - FARBY, LAKIERY, EMALIE I NARZĘDZIA DO ICH APLIKACJI - CAM Zgodnie z: - UNI EN ISO 4618:2023; - CAM - paragraf 2.5.13 zgodnie z DM 23 czerwca 2022 r. nr 256, ''MINIMALNE KRYTERIA ŚRODOWISKOWE dla zlecenia usługi projektowania i wykonania prac związanych z interwencjami i""",Material,General,kg,37.17,37.17,37.17,37.17,1,PLN,5.55,0.1493,435,435,EDILIZIA CIVILE,Toskański katalog cen robót publicznych (wydanie 2026),Budownictwo ogólne,Panele
TOS26_AT.N06.100.900,Przedmiot: MASZYNY PODNOŚNIKOWE Specyfikacja: dostarczone na plac budowy Wyłączenie: inne dodatki jakiegokolwiek rodzaju | Przedmiot: SPALIN / OLEJ NAWIGACJA: DO MASZYN PODNOŚNIKOWYCH | Typ: diesel do 126 CV,Equipment,General,ora,57.19,57.19,57.19,57.19,1,PLN,23.77,0.4156,426,383,EDILIZIA CIVILE,Toskański katalog cen robót publicznych (wydanie 2026),Budownictwo ogólne,Zbrojenie
TOS26_RU.M11.001.002,Sekcja: METALOWY / INSTALACYJNY Specyfikacje: dla pracowników na umowę o pracę na czas nieokreślony Zgodnie z: średni koszt tabel ministerialnych zatwierdzonych D.D. n 73 z dnia 22 listopada 2024 roku W skład wchodzi: - wynagrodzenie kontraktowe; - składki prawne i faktyczne obciążające siłę roboczą; - wynajem i użytkowanie sprzętu,Labor,Labor,ora,88.2,88.2,88.2,88.2,1,PLN,42.78,0.485,424,424,EDILIZIA CIVILE,Toskański katalog cen robót publicznych (wydanie 2026),Budownictwo ogólne,Zbrojenie
TOS26_PR.P18.ZZ02.032,"Temat: IZOLACJE TERMICZNE I AKUSTYCZNE Zgodnie z: - UNI 13172:2012; - UNI 13501:2009; - D.M. 15/03/2005. - oznakowanie CE; - Deklaracja Właściwości Użytkowych (DoP) | Temat: AKCESORIA DO UKŁADANIA IZOLACJI | Kołek wkręcany z polietylenu, do muru 175 mm < długość < 215 mm",Material,General,cad,3.25,3.25,3.25,3.25,1,PLN,21.5,6.6134,313,313,EDILIZIA CIVILE,Toskański katalog cen robót publicznych (wydanie 2026),Budownictwo ogólne,Panele
TOS26_AT.N06.020.001,"Przedmiot: MASZYNY PODNOŚNIKOWE Specyfikacja: dostarczone na plac budowy Wyłączenie: inne podwyżki jakiegokolwiek rodzaju | Przedmiot: WINDY ELEKTRYCZNE | z podporą na banderze, nośność 150 kg, czynsz miesięczny.",Equipment,General,ora,4.18,4.18,4.18,4.18,1,PLN,0.42,0.1013,276,274,EDILIZIA CIVILE,Toskański katalog cen robót publicznych (wydanie 2026),Budownictwo ogólne,Panele
TOS26_RU.M05.001.001,Sekcja: ZAKRES SEKTORA HYDRAULICZNO-LEŚNEGO I HYDRAULICZNO-ROLNEGO Specyfikacje: dla pracowników na czas nieokreślony Zgodnie z: minimalny koszt godzinowy według referencyjnych stowarzyszeń - obowiązujący od 1 stycznia 2016 roku W skład wchodzi: - koszty ogólne; - zyski przedsiębiorstwa | Rodzaj: PRACOWNIK LEŚNY | Poziom: 5. poziom pracowników,Labor,Labor,ora,67.03,67.03,67.03,67.03,1,PLN,1736.21,25.9014,259,228,OPERE FORESTALI CAM: no,Toskański katalog cen robót publicznych (wydanie 2026),PRACE LEŚNE CAM: brak,INTERWENCJE W ZAKRESIE UŻYTKU LEŚNEGO
TOS26_PR.P18.ZZ02.033,"Temat: IZOLACJE TERMICZNE I AKUSTYCZNE Zgodnie z: - UNI 13172:2012; - UNI 13501:2009; - D.M. 15/03/2005. - oznakowanie CE; - Deklaracja Właściwości Użytkowych (DoP) | Temat: AKCESORIA DO UKŁADANIA IZOLACJI | Kołek do wkręcania z polietylenu, do muru 235 mm < długość < 275 mm",Material,General,cad,4.62,4.62,4.62,4.62,1,PLN,30.1,6.5138,253,253,EDILIZIA CIVILE,Toskański katalog cen robót publicznych (wydanie 2026),Budownictwo ogólne,Panele
TOS26_RU.M05.001.002,Sekcja: ZAKRES SEKTORA HYDRAULICZNO-LEŚNEGO I HYDRAULICZNO-ROLNEGO Specyfikacje: dla pracowników na umowę o pracę na czas nieokreślony Zgodnie z: minimalnym kosztem godzinowym według referencyjnych stowarzyszeń - obowiązującym od 1 stycznia 2016 roku W skład wchodzi: - koszty ogólne; - zyski przedsiębiorstwa | Rodzaj: PRACOWNIK LEŚNY | Poziom: 4. pracownicy,Labor,Labor,ora,63.29,63.29,63.29,63.29,1,PLN,4508.91,71.2444,248,218,OPERE FORESTALI CAM: no,Toskański katalog cen robót publicznych (wydanie 2026),PRACE LEŚNE CAM: brak,INTERWENCJE W ZAKRESIE UŻYTKU LEŚNEGO
TOS26_RU.M05.001.004,Sekcja: ZAKRES SEKTORA HYDRAULICZNO-LEŚNEGO I HYDRAULICZNO-ROLNEGO Specyfikacje: dla pracowników na czas nieokreślony Zgodnie z: minimalny koszt godzinowy według referencyjnych stowarzyszeń - obowiązujący od 1 stycznia 2016 roku W skład wchodzi: - koszty ogólne; - zyski przedsiębiorstwa | Typ: PRACOWNIK LEŚNY | Poziom: 2° Pracownicy,Labor,Labor,ora,56.9,56.9,56.9,56.9,1,PLN,3903.61,68.6074,235,220,OPERE FORESTALI CAM: no,Toskański katalog cen robót publicznych (wydanie 2026),PRACE LEŚNE CAM: brak,INTERWENCJE W ZAKRESIE UŻYTKU LEŚNEGO
TOS26_AT.N02.014.028,Przedmiot: ŚRODKI TRANSPORTU / MASZYNY NIEOPERACYJNE W tym; - koszt kierowcy; - ubezpieczenia; - wydatki na materiały eksploatacyjne; - wszelkie inne koszty związane z zapewnieniem pełnej sprawności środka. | SAMOCHODY CIĘŻAROWE / MOTOCARRO / TRAKTORY MTT: Całkowita masa na ziemi Pu: Dopuszczalna ładowność | Traktor go,Equipment,General,ora,25.4,25.4,25.4,25.4,1,PLN,135.18,5.3232,229,218,OPERE PER VERDE URBANO,Toskański katalog cen robót publicznych (wydanie 2026),PRACE ZWIĄZANE Z ZIELENIĄ MIEJSKĄ,WYKONANIE I USTAWIENIA TERENU
TOS26_01.B04.003.001,"Przedmiot: WYLEW Materiał: Z BETONU Format: WSTĘPNIE ZESPOLONY Rodzaj: gwarantowana wydajność Wliczono: - dostawę; - układanie; - rozładunek; - wylew; - wibrowanie. Specyfikacje: wyprodukowane w zakładzie wyposażonym w System Kontroli Produkcji, przeprowadzany zgodnie z zawartością Linii G",Abstract Material,Fasteners,m³,416.19,416.19,416.19,416.19,1,PLN,384.54,0.9239,226,118,INFRASTRUTTURE STRADALI,Toskański katalog cen robót publicznych (wydanie 2026),INFRASTRUKTURY DROGOWE,SEKCJA
TOS26_RU.M04.002.002,Sekcja: ROLNICZY I FLORYSTYCZNY Specyfikacje: dla pracowników na umowę o pracę na czas nieokreślony Zgodnie z: minimalnym czasem pracy określonym przez organizacje referencyjne - C.C.N.L. 24/10/2014 Wliczone: - wynagrodzenie umowne; - składki i opłaty prawne i faktyczne obciążające siłę roboczą; - wynajem i użytkowanie narzędzi powszechnego użytku,Labor,Labor,ora,65.34,65.34,65.34,65.34,1,PLN,341.0,5.219,225,151,OPERE AGRICOLE CAM: no,Toskański katalog cen robót publicznych (wydanie 2026),PRACE ROZRYWKOWE CAM: brak,Działania mające na celu stworzenie warunków do późniejszego sadzenia upraw na g
TOS26_AT.N01.001.902,"Typ: MASZYNY OPERATORSKIE Specyfikacja: dostarczone na plac budowy | Użycie: DO PRZEMIESZCZANIA ZIEMI Wliczono: akcesoria | opłaty za zużycie paliw, olejów i innych materiałów - maszyny do przemieszczania ziemi od 10 000 kg do 25 000 kg - od 126 KM do 300 KM",Equipment,General,ora,133.1,133.1,133.1,133.1,1,PLN,19.29,0.1449,218,217,EDILIZIA CIVILE,Toskański katalog cen robót publicznych (wydanie 2026),Budownictwo ogólne,ROZBIÓRKA
TOS26_AT.N01.060.001,Typ: MASZYNY OPERATORSKIE Specyfikacja: dostarczone na plac budowy | Przedmiot: AKCESORIA Użycie: DO RÓŻNYCH PRAC | Wibrator do betonu - 1 miesiąc,Equipment,General,ora,6.99,6.99,6.99,6.99,1,PLN,0.9,0.1284,217,207,EDILIZIA CIVILE,Toskański katalog cen robót publicznych (wydanie 2026),Budownictwo ogólne,WYLEW
TOS26_AT.N06.016.006,"Przedmiot: PODNOŚNIKI MASZYNOWE Specyfikacja: dostarczone na plac budowy Wyłączenie: inne dopłaty o dowolnym charakterze | Przedmiot: DŹWIG Typ: WIEŻOWY | wysięg 40-41 m, udźwig na końcu 1000 kg. Wynajem od 8 do 12 miesięcy",Equipment,General,ora,13.59,13.59,13.59,13.59,1,PLN,0.76,0.0558,215,214,EDILIZIA CIVILE,Toskański katalog cen robót publicznych (wydanie 2026),Budownictwo ogólne,Szablony formowe
TOS26_04.A04.008.001,"Przedmiot: WYKOP Wliczone: - usunięcie skalistych głowic i/lub reliktów murów do 0,50 m³; - wyrównanie dna wykopu; - wyrównanie ścian i skarp; - odprowadzenie lub odprowadzenie ewentualnej wody do maksymalnego poziomu 20 cm; - usunięcie pni; - roboty",Abstract Material,General,m³,13.19,13.19,13.19,13.19,1,PLN,24.19,1.8339,198,138,INFRASTRUTTURE STRADALI,Toskański katalog cen robót publicznych (wydanie 2026),INFRASTRUKTURY DROGOWE,SEKCJA
TOS26_PR.P19.060.001,Obiekt: IMPERMEABILIZACJE / MEMBRANY / EKRANY Zgodnie z: - Rozporządzeniem UE 305/2011; - oznakowaniem CE; - UNI 8818:2016 | EKRAN BARIERA PARO-PRZEWODNEGO SYNTETYCZNEGO LUB BITUMICZNEGO Sd ≥ 100 m Zgodnie z: - UNI EN 13859-1:2014; - UNI EN 13859-2:2014; - UNI EN 11470:2015 | BITUMICZNE. Wzmocnione warstwą,Material,Waterproofing,m²,21.53,21.53,21.53,21.53,1,PLN,24.76,1.15,197,197,EDILIZIA CIVILE,Toskański katalog cen robót publicznych (wydanie 2026),Budownictwo ogólne,Panele
TOS26_AT.N06.017.007,"Przedmiot: PODNOŚNIKI MASZYNOWE Specyfikacja: dostarczone na plac budowy Wyłączenie: inne dodatki jakiegokolwiek rodzaju | Przedmiot: DŹWIGI Typ: AUTOMONTAŻOWE | wysięg 25 m, udźwig na końcu 800 kg. na 1 miesiąc",Equipment,General,ora,13.78,13.78,13.78,13.78,1,PLN,1.83,0.133,194,194,EDILIZIA CIVILE,Toskański katalog cen robót publicznych (wydanie 2026),Budownictwo ogólne,Profile
TOS26_PR.P19.018.017,"Temat: FOLIE I MEMBRANY / EKRAN / OCHRONY Przestrzeganie: - Rozporządzenie UE 305/2011; - oznakowanie CE; - PN-EN 8818:2016 | ELASTOPLASTYCZNA MEMBRANA IZOLACYJNA Z WYSOKIM STĘŻENIEM BITUMENU I POLIMERÓW. Wzmacniana włóknem poliestrowym o ciągłym włóknie, stabilizowanym włóknem szklanym",Material,Waterproofing,m²,20.97,20.97,20.97,20.97,1,PLN,23.18,1.1057,194,194,EDILIZIA CIVILE,Toskański katalog cen robót publicznych (wydanie 2026),Budownictwo ogólne,FOLIA PĘCHERZYNA
TOS26_AT.N01.015.070,"Typ: MASZYNY OPERATORSKIE Specyfikacja: dostarczone na plac budowy | Użycie: DO PRAC NA ROŚLINNOŚCI | Piła łańcuchowa z pełnym łańcuchem, z silnikiem spalinowym, z prowadnicą o długości 45 cm - 1 miesiąc",Equipment,General,ora,4.65,4.65,4.65,4.65,1,PLN,407.67,87.6944,192,192,OPERE PER VERDE URBANO,Toskański katalog cen robót publicznych (wydanie 2026),PRACE ZWIĄZANE Z ZIELENIĄ MIEJSKĄ,"TRAWY, KRZEWY, ŻYWIŚCI, KWIETNIKI"
TOS26_04.B12.001.001,Przedmiot: KORPUSY DROGOWE W tym: - wykopy; - zasypki; - modelowanie wysokościowe; - ukształtowanie terenu między poziomem terenu a platformą drogową; - fundament drogi wraz z warstwą nośną dolną; - warstwa kamieni brukowych wraz z warstwą materiałów inertnych; - stabilizacja gruntu,Abstract Material,General,m³,106.14,106.14,106.14,106.14,1,PLN,250.6,2.361,184,138,INFRASTRUTTURE STRADALI,Toskański katalog cen robót publicznych (wydanie 2026),INFRASTRUKTURY DROGOWE,SEKCJA
TOS26_04.E02.002.001,Obiekt: ASFALTOWE UKŁADANIE NA BITUMICZNEJ PODŁODZE ZAWIERA: - dostawę; - frezowanie; - czyszczenie powierzchni układania; - układanie; - ręczne wykończenie; - ubijanie. Zgodność: - UNI EN 12591; - UNI EN 13043:2004; - UNI EN 130108-1:2016; - UNI EN ISO 10319:2015; - UNI EN ISO 10319. | Obiekt: warstwa łącząca - na gorąco -,Abstract Material,General,m²,62.71,62.71,62.71,62.71,1,PLN,423.28,6.75,184,138,INFRASTRUTTURE STRADALI,Toskański katalog cen robót publicznych (wydanie 2026),INFRASTRUKTURY DROGOWE,SEKCJA
TOS26_AT.N02.101.001,Przedmiot: ŚRODKI TRANSPORTU / MASZYNY NIEOPERACYJNE Wliczono; - koszt kierowcy; - ubezpieczenia; - wydatki na materiały eksploatacyjne; - wszelkie inne wydatki związane z zapewnieniem pełnej sprawności środka. | Przedmiot: SPALANIE PALIWA / OLEJU Użycie: DLA ŚRODKÓW TRANSPORTU Specyfikacja: ULGOWA | Typ,Equipment,General,ora,14.94,14.94,14.94,14.94,1,PLN,94.91,6.3547,183,170,OPERE FORESTALI CAM: no,Toskański katalog cen robót publicznych (wydanie 2026),PRACE LEŚNE CAM: brak,"Zalesianie, nasadzenia i szkółki drzewne"
TOS26_RU.M04.001.002,Sekcja: ROLNICZY I FLORYSTYCZNY Specyfikacje: dla pracowników na umowę o pracę na czas nieokreślony Zgodnie z: minimalnym czasem pracy określonym przez organizacje referencyjne - C.C.N.L. 24/10/2014 Wliczone: - wynagrodzenie umowne; - składki i opłaty prawne i faktyczne obciążające siłę roboczą; - wynajem i użytkowanie narzędzi powszechnego użytku,Labor,Labor,ora,66.68,66.68,66.68,66.68,1,PLN,65.69,0.985,180,111,OPERE PER VERDE URBANO,Toskański katalog cen robót publicznych (wydanie 2026),PRACE ZWIĄZANE Z ZIELENIĄ MIEJSKĄ,WYKONANIE I USTAWIENIA TERENU
TOS26_AT.N01.100.901,Typ: MASZYNY OPERATORSKIE Specyfikacja: dostarczone na plac budowy | Obiekt: SPALANIE PALIWA / OLEJU Użycie: MASZYNY OPERATORSKIE DO ROBÓT ROLNICZYCH | Typ: do 10 000 kg - do 125 KM.,Equipment,General,ora,55.46,55.46,55.46,55.46,1,PLN,8.65,0.1559,178,161,EDILIZIA CIVILE,Toskański katalog cen robót publicznych (wydanie 2026),Budownictwo ogólne,ROZBIÓRKA
TOS26_RU.M11.001.001,Sekcja: METALOWY / INSTALACYJNY Specyfikacje: dla pracowników na umowę o pracę na czas nieokreślony Zgodnie z: średni koszt tabel ministerialnych zatwierdzonych D.D. n 73 z dnia 22 listopada 2024 roku W skład wchodzi: - wynagrodzenie kontraktowe; - składki prawne i faktyczne obciążające siłę roboczą; - wynajem i użytkowanie sprzętu,Labor,Labor,ora,94.46,94.46,94.46,94.46,1,PLN,76.16,0.8062,169,164,EDILIZIA CIVILE,Toskański katalog cen robót publicznych (wydanie 2026),Budownictwo ogólne,Wklejanie
TOS26_AT.N01.101.914,Typ: MASZYNY OPERATORSKIE Specyfikacja: dostarczone na placu budowy | Przedmiot: SPALIN / OLEJ Użycie: DO MASZYN OPERATORSKICH PRAC ROLNYCH Specyfikacja: ULGOWA | Typ: do pił łańcuchowych,Equipment,General,ora,8.88,8.88,8.88,8.88,1,PLN,908.22,102.2463,166,166,OPERE FORESTALI CAM: no,Toskański katalog cen robót publicznych (wydanie 2026),PRACE LEŚNE CAM: brak,INTERWENCJE W ZAKRESIE UŻYTKU LEŚNEGO
TOS26_PRCAM.P09.017.003,"MALTY I GŁADZIKI - MIESZANE W POMIESZCZENIU / WSTĘPNIE ZESTAWIONE lub WSTĘPNIE PRZYGOTOWANE NA PLACU BUDOWY Z MIESZADŁAMI. Do tynków, wylewek, murów, okładzin i wypełniaczy. Preferencja dla instalacji produkcyjnych o niskim zużyciu energii i zoptymalizowanych procesów w celu ograniczenia odpadów i odpadków. Dla produktów wstępnych",Material,General,kg,3.79,3.79,3.79,3.79,1,PLN,15.81,4.1667,162,162,EDILIZIA CIVILE,Toskański katalog cen robót publicznych (wydanie 2026),Budownictwo ogólne,Panele
TOS26_RU.M04.002.005,Sekcja: ROLNICZY I FLORYSTYCZNY Specyfikacje: dla pracowników na umowę o pracę na czas nieokreślony Zgodnie z: minimalnym czasem pracy określonym przez organizacje referencyjne - C.C.N.L. 24/10/2014 Wliczone: - wynagrodzenie umowne; - składki i opłaty prawne i faktyczne obciążające siłę roboczą; - wynajem i użytkowanie narzędzi powszechnego użytku,Labor,Labor,ora,52.62,52.62,52.62,52.62,1,PLN,1664.19,31.6251,162,102,OPERE AGRICOLE CAM: no,Toskański katalog cen robót publicznych (wydanie 2026),PRACE ROZRYWKOWE CAM: brak,Działania mające na celu stworzenie warunków do późniejszego sadzenia upraw na g
TOS26_AT.N09.100.900,Przedmiot: INSTALACJE / MASZYNY Użycie: DO ROBÓT DROGOWYCH Specyfikacja: dostarczone na plac budowy | Przedmiot: SPALIN / OLEJ Użycie: DO INSTALACJI / MASZYN DO ROBÓT DROGOWYCH | Typ: olej napędowy do 126 KM,Equipment,General,ora,56.5,56.5,56.5,56.5,1,PLN,1.37,0.0243,160,90,INFRASTRUTTURE STRADALI,Toskański katalog cen robót publicznych (wydanie 2026),INFRASTRUKTURY DROGOWE,kruszywo
TOS26_AT.N02.014.031,Przedmiot: ŚRODKI TRANSPORTU / MASZYNY NIEOPERACYJNE W tym; - koszt kierowcy; - ubezpieczenia; - wydatki na materiały eksploatacyjne; - wszelkie inne koszty związane z zapewnieniem pełnej sprawności środka. | SAMOCHODY CIĘŻAROWE / MOTOCARRO / TRAKTORY MTT: Całkowita masa na ziemi Pu: Dopuszczalna ładowność | Traktor go,Equipment,General,ora,47.92,47.92,47.92,47.92,1,PLN,1849.83,38.6001,152,152,OPERE FORESTALI CAM: no,Toskański katalog cen robót publicznych (wydanie 2026),PRACE LEŚNE CAM: brak,INTERWENCJE W ZAKRESIE UŻYTKU LEŚNEGO
TOS26_AT.N02.101.002,Przedmiot: ŚRODKI TRANSPORTU / MASZYNY NIEOPERACYJNE Wliczono; - koszt kierowcy; - ubezpieczenia; - wydatki na materiały eksploatacyjne; - wszelkie inne wydatki związane z zapewnieniem pełnej sprawności środka. | Przedmiot: SPALANIE PALIWA / OLEJU Użycie: DLA ŚRODKÓW TRANSPORTU Specyfikacja: ULGOWA | Typ,Equipment,General,ora,35.85,35.85,35.85,35.85,1,PLN,1359.07,37.9148,150,150,OPERE FORESTALI CAM: no,Toskański katalog cen robót publicznych (wydanie 2026),PRACE LEŚNE CAM: brak,INTERWENCJE W ZAKRESIE UŻYTKU LEŚNEGO
TOS26_AT.N06.018.010,Obiekt: MASZYNY PODNOŚNIKOWE Specyfikacja: dostarczone na plac budowy Wyłączenie: inne dodatki jakiegokolwiek rodzaju | Obiekt: SAMOCHÓD CIĘŻAROWY Typ: Z WYSIĘGNIKIEM I RAMIENIEM SKRĘCONYM MTT= masa całkowita na ziemi | MTT 26000 kg z maksymalnym momentem podnoszenia 23000 daNm na zawiesiu ruchomym wysuw max,Equipment,General,ora,161.93,161.93,161.93,161.93,1,PLN,15.71,0.097,144,140,EDILIZIA CIVILE,Toskański katalog cen robót publicznych (wydanie 2026),Budownictwo ogólne,Zbrojenie
TOS26_RU.M11.001.005,Sekcja: METALOWY / INSTALACYJNY Specyfikacje: dla pracowników na umowę o pracę na czas nieokreślony Zgodnie z: średni koszt tabel ministerialnych zatwierdzonych D.D. n 73 z dnia 22 listopada 2024 roku W skład wchodzi: - wynagrodzenie kontraktowe; - składki prawne i faktyczne obciążające siłę roboczą; - wynajem i użytkowanie sprzętu,Labor,Labor,ora,71.32,71.32,71.32,71.32,1,PLN,22.16,0.3106,142,142,IMPIANTI - MECCANICI CAM: no,Toskański katalog cen robót publicznych (wydanie 2026),INSTALACJE - MECHANICZNE CAM: brak,Doprowadzenie wody
